thematic;card;id;bearer;reigning;conditions;lockturn;weight;question;power;faith;people;money;load;override_yes;answer_yes;yes;override_no;answer_no;no
council;_building_choice;730;hand;;!dragonpit;10;10;Dragonpit$You want to rebuild the Dragonpit? But... it's... it's...a rather large undertaking.;2+1;-1;-1;-3-3;;Do it;;dragonpit;Forget it;;>_building_choice
council;;539;hand;;war>1;reign;50+70;We're at war on many fronts. Should we try to negotiate?;-2;;2-1;1-1;;;<i>Which of your enemies will you convene to broker a cease-fire?</i>;>_war_choice;;;
council;_war_choice;1021;hand;;;;0;I'm afraid there's not much we can do right now.;1;;-1;;;Prepare for attack;;;Prepare for defense;;
council;_war_choice;1022;lannister_male;;lannister&antagonist;;10;Lannister$What makes you think I will forget your aggressions? A Lannister always pays his debts.;;;-1;;add_lannister_male;You attacked us first!;;>;<i>Laugh</i>;;>_1365
council;_;1364;lannister_male;;;10;10;<i>Smiling and arrogant.</i> This pretension of hurt feelings suits you marvelously.;;1;;;;It's the truth;;>_lannidecision;<i>Laugh</i>;;>_1365
council;_;1365;lannister_male;;;10;10;<i>Intrigued but unsettled.</i> What are you laughing at?;-1;;;1;;A penniless lion;;>;A defenseless lion;;>_1367
council;_;1366;lannister_male;;;10;10;<i>Elusive and tense.</i> Casterly Rock is as rich and strong as ever.;;;;;;I see that...;;>_lannidecision;Leave me now...;;>_lannidecision
council;_;1367;lannister_male;;;10;10;<i>Confident and upbeat.</i> Then you will not be disappointed.;;;;;;I see that...;;>_lannidecision;No...;;>_lannidecision
council;_lannidecision;1368;military;;;;;He's gone. What do you reckon your Majesty? How should we deal with these Lannisters?;1;1;1;1;;Cut their credit...;<i>You design an ingenious blockade on most of the credit lines held by the Lannisters with the Iron Bank. Pressured by their unpaid bannermen, they quickly accept a peace treaty.</i>;lannipeace;Prepare an attack...;;del_lannister_male
council;_war_choice;540;martell;;martell&antagonist;;10;Martell$We will avenge our family by wiping our feet on your backs. King's Landing will burn. You will all burn.;;;;;add_martell_female;You cannot afford it;;>;What about a trial by combat?;;>_1370
council;_;1369;martell;;;10;10;<i>Cold and still.</i> We fight our wars with blood and poison, not with coins and cowardice.;;1;;;;I am no coward;;>_1371;I respect your family;;>_1372
council;_;1370;martell;;;10;10;<i>Fuming and restless.</i> To fall like Oberyn into another of your traps? No, this time you will all suffer the sting of the sand snakes.;-1;;;;;You are beautiful;;>;I...;;>_martelldecision
council;_;1371;martell;;;10;10;<i>Laughing and merry.</i> You are an adorable little lamb waiting fervently to have your throat cut.;;;;;;Wait...;;>_martelldecision;You...;;>_martelldecision
council;_;1372;martell;;;10;10;<i>Absent and thoughtful.</i> Our parents were beautiful beings. Fierce but gentle.;;;;;;I...;;>_martelldecision;We...;;>_martelldecision
council;_martelldecision;1373;hand;;;;10;She stormed out. What should we do about Dorne?;;;;-2;;Offer them money...;;del_martell_female;Divert their attention...;<i>You give Dorne the opportunity to attack the Lannisters at the same time as you send them what was left of Ellaria and the Mountain. You sign a peace treaty shortly after.</i>;martellpeace and martell>!antagonist
council;_martelldecision;1385;hand;arya;;;max;She stormed out. What should we do about Dorne?;;;;-2;;Offer them money...;;del_martell_female;Offer them revenge...;<i>Later that night you bring <martell_female> in a cell under the Red Keep where you kept the corpses of Cersei and the Mountain. She leaves silently, without asking who you really are. Soon after, enduring peace is made with Dorne.</i>;martellpeace and martell>!antagonist
council;_martelldecision;1386;hand;lannister;;;max;She stormed out. What should we do about Dorne?;-1;;;-2-2;;Offer them money...;;del_martell_female;Attack them...;;del_martell_female
council;_war_choice;541;stark_male;;stark&antagonist and !summer;reign;10;Stark$You've betrayed us for the last time, but it doesn't matter, the North will endure and prevail.;;;;;add_stark_male;The North will freeze;;>;The North is weak;;>_starkdecision
council;_;1375;stark_male;;;;;<i>Sad and cynical.</i> Maybe, probably. My only solace is that we will come back to haunt you.;;;;;;I will help the North;;>_1377;It's not what I want;;>
council;_;1376;stark_male;;;;;<i>Irate and scornful.</i> You know the truth, we paraded wights right in front of you. Every man, woman and child is doomed.;;;;;;We will see;;>_starkdecision;Not if I can prevent it;;>_1377
council;_;1377;stark_male;;;;;<i>Serious and distant.</i> I don't expect anything from you. Your gifts are as poisonous as your jests.;;;;;;I...;;>_starkdecision;Enough...;;>_starkdecision
council;_starkdecision;1387;hand;;;;max;He stormed out. What should we do about Winterfell?;-1;;;-2-2;del_stark_male;Offer them men...;;;Let's go there...;;>_wintercourt
council;_war_choice;542;greyjoy_male;;greyjoy&antagonist;;10;Greyjoy$I don't care for your diplomacy. I will pay the Iron price and take what is mine.;;;-1;1;add_greyjoy_male;You need my food;;>;You need my gold;;>
;_;1395;greyjoy;;;;;<i>Ironic and bitter.</i> My needs are larger than the Summer Sea. I doubt you will ever meet them.;;;;;;Try me;;>;You're a peculiar Iron man;;>
;_;1396;greyjoy;;;;;<i>Curious and nonchalant.</i> All right, so here is my offer. Give me an office in your court and the Iron fleet is yours.;;;;;;Grand Maester?;;>_1398;You will betray yours?;;>
;_;1397;greyjoy;;;;;<i>Sombre and biting.</i> The Iron men are a vicious and boring lot. I have seen so much more during my travels.;;;;;;;;>_greyjoydecision;;;>_greyjoydecision
;_;1398;greyjoy;;;;;<i>Laughing and excited.</i> Ha ha ha, I know more creative ways to use metal chains. Surprise me, show me you understand me.;;;;;;;;>_greyjoydecision;;;>_greyjoydecision
council;_greyjoydecision;1701;hand;;;;max;He's gone. What should we do about him?;-1;-1;;;;Offer him an office...;;> and >>>>>>_604;Attack...;;del_greyjoy_male
council;_;1399;maester;;;;;An office? Surely you're not suggesting...;;;1;-2;;Master of Coins;<i>You quickly learn that the new Master of Coins' accounting skills were limited to defrauding the treasury. Also, the war with the Iron Islands carried on.</i>;del_greyjoy_male;Master of Whisperers;;> and >>_1401
council;_;1400;spider;;;;;<i>Blank stare.</i>;;-1;;;;Indeed;;del_spider;Guaaaaards!;;kill_spider
council;_;1401;greyjoy;;;;;Wise choice. I will gladly serve you as a Master of Whisperers. I have friends in every port and every castle.;1;;-1;;greyjoy_male>spider;Our secret;;greyjoy>!antagonist;I've changed my mind;;del_greyjoy_male
council;_war_choice;543;dothraki;;dothraki&antagonist;;10;Dothraki$My khalasar will kill and reap and take your horses and your women.;;;;;add_dothraki;You will starve;;>;I can send you back;;>_1419
;_;1418;dothraki;;;;;<i>Angry and callous.</i> Our bloodriders will turn your green lands to ashes and your red city to dust.;0-2;;0-1;0-1;;Wait...;;;No...;;
;_;1419;dothraki;;;;;<i>Pensive and mournful.</i> Me nem nesa... It is known that our hearts lie in the Great Grass Sea.;;;1;;add_greyjoy;I will send you back;;>_dothrakidecision;Wait...;;>_dothrakidecision
;_dothrakidecision;1431;hand;;greyjoy&antagonist;;max;You will never be able to send that many Dothrakis back to Essos. We need the Iron Fleet.;;;1;;;Let's talk to them;;>_war_choice;Nevermind;;
;_dothrakidecision;1432;greyjoy;;greyjoy!antagonist;;max;Are you really mistaking us for fat merchants? We do not ferry horse meat.;2;;1;-2-2;;I will pay;;del_dothraki and dothraki>!antagonist and dothrakiback;Nevermind;;
council;_war_choice;544;unsullied;;unsullied&antagonist;;10;Unsullied$We do not bow to you.;-1+1;;;;add_unsullied;Then shake my hand;;>;I can crush you;;
;_;1433;unsullied;;;;;<i>Shocked and repulsed.</i> We do not do that either.;;;;;;. . .;;;. . .;;
council;;545;&hand;;storm;400;100;The Walkers are advancing more quickly than expected. They are very close to Winterfell now.;1;;-2-1;;;Prepare the defense;;;Store food;;
travel;_wintercourt;605;hand;;kingslanding;;;We're ready to travel to Winterfell.;;;1+1;-1-1;;;<i>You start your journey to Winterfell, followed by your army and most of the court.</i>;winterfell and !kingslanding and >_ontheroad and set_kingslanding>2 and inc_road;I changed my mind;;
;;1506;maester;jon;!winterfell;400;300;My Lord, a raven from your sister Lady Sansa at Winterfell. She urgently requests you to visit her there.;-1;-1;2;-1-1;;Then I ride North;<i>You start your journey to Winterfell, followed by your army and most of the court.</i>;winterfell and !kingslanding and >_ontheroad and set_kingslanding>2 and inc_road and northrequest;Now? Impossible;;
travel;_ontheroad;1047;kingsguard>helmet;;;10;10;Corpses litter the road ahead. Should we bury the dead?;-1;;1;;;Bury them;;>_ontheroad and inc_road-;Leave them;;>_ontheroad
;_ontheroad;1460;noble;;;10;10;A fair maiden is begging to be allowed to ride with us. She's escaping a brutal father apparently.;-1;;;;;Of course;;add_kirsten and >;;;>_ontheroad
;_;1702;kirsten;;;;;Thank you My (Lord*Lady), I'm so glad you came this way. I thought I was going to die.;;1;1;;;Share my carriage;;>_ontheroad;It's nothing;;>_ontheroad
;_ontheroad;1461;maester;!lannister;;10;10;This scream came from a man tortured and tied to a tree. He accused a bannerman of the Lannisters before collapsing.;;;;;;Hunt them;;>_ontheroad and >>_lanniwar;Carry on;;>_ontheroad
;_ontheroad;1462;soldier;;;10;10;Mud is slowing us down, perhaps we should split the party up?;-1;;;;;;;>_ontheroad;;;>_ontheroad
;_ontheroad;1463;pious;;;10;10;Everyone is soaked from the rain, we need to stop and dry out before illness comes.;2;;;;;;;>_ontheroad;;;>_ontheroad and inc_road-
;_ontheroad;1464;military;;;10;10;A farm up ahead has lot's of food stored. Shall we take our tribute?;1;;-1-1;;;;;>_ontheroad;;;>_ontheroad
travel;_ontheroad;1434;unsullied;daenerys;daenerys_super and inc_road=1 and winterfell;10;max;Mother of Dragons should fly there with the wind. Not with the dust like Unsullied. We will follow.;;;;;;;;>_welcomewinter and !inc_road and set_winterfell and add_jon and add_sansa and add_stark_male;;;>_ontheroad
travel;_ontheroad;607;kingsguard>helmet;;godseye and inc_road=1;10;max;To avoid unwelcome attention, we will follow the Goldroad until we cross the Blackwater Rush. Then we shall head north.;1;;1;;passturn;Good plan;;>_ontheroad;I have some doubts;;>_ontheroad
travel;_ontheroad;1437;hand;;godseye and inc_road=2;10;max;Scouts have reported the Blackwater is very near. We will cross it tomorrow.;2-1;;;;;Good;;>_ontheroad;I'm tired;;>_ontheroad
travel;_ontheroad;1438;maester;;godseye and inc_road=3;10;max;We've just crossed the Blackwater. We will leave the Goldroad and head north. Be wary, the terrain will get rougher.;;;;;passturn;;;>_ontheroad;;;>_ontheroad
travel;_ontheroad;606;kingsguard>helmet;;winterfell and inc_road=1;10;max;The Kingsroad is long and full of dangers Your Majesty. While we travel, I would advise you to stay close to your carriage.;-1;;-1;;passturn;;;>_ontheroad;;;>_ontheroad
travel;_ontheroad;608;&hand;;winterfell and inc_road=3;10;100;We've made good progress, Your Majesty. The Trident is close now. Would you like to stop at Harrenhal?;;;;;;;;>_ontheroad and inc_road-;No, press on;;>_ontheroad
travel;_ontheroad;609;kingsguard>helmet;;winterfell and inc_road=4;10;100;I'm afraid the bridge over the Trident has collapsed. Should we try to repair it, or make a detour?;1;;;-1;passturn;Repair it;;>_ontheroad and inc_road-;Make a detour;;>_ontheroad and inc_road--
travel;_ontheroad;610;&hand;;winterfell and inc_road=5;10;100;Moat Cailin is in sight! We're close to Winterfell now. Should we camp here?;;;;;passturn;;<i>Moat Cailin is a pile of muddy rubble in the middle of stinking swamps. You don't spend too much time there.</i>;>_ontheroad and inc_road-;No, press on;<i>You leave behind the marshes of the Neck. The north opens up in front of you, vast and bitterly cold.</i>;>_ontheroad
travel;_ontheroad;611;&coins;;winterfell and inc_road=6;10;100;White Harbor is a few dozen leagues to the east. I can ride there to meet Lord Manderly and request his support in meat and coin.;1;;;1;;;;>_ontheroad;;;>_ontheroad
travel;_ontheroad;612;soldier;;;10;10;We've spotted a ragged band of mercenaries. Should we hunt them down?;1;;;1;passturn;Please yes;;> and add_commoner_male and inc_road-;No, carry on;;>_ontheroad
travel;_;613;commoner_male;;;;;No matter your banner, we will fight you. We are the Brotherhood, we are Westeros. You're just a mayfly sitting on a throne.;-1;1;1;;;Let him go;;>_ontheroad and del_commoner_male and inc_road-;Die;;kill_commoner_male and >_ontheroad and inc_road-
travel;_ontheroad;614;maester;;;10;10;The state of your army is concerning. The road is long, and an epidemic of dysentery is spreading. Please slow down.;-1;;;1-1;passturn;;;>_ontheroad;;;>_ontheroad
travel;_ontheroad;615;kingsguard>helmet;;;10;10;The men are too scared to enter the dense forest ahead. Should we attempt a detour?;-1;;1;;;;;>_ontheroad and inc_road-;;;>_ontheroad
;_ontheroad;1703;knight;;godseye;10;60;What is this green stain all over my beautifully weaved scabbard from Qohor? It's ruined now!;-5-5;-5-5;-5-5;-5-5;;Get rid of it;;> and !inc_road;Do... not... move;<i>Wildfire was leaking from one of the jars. The convoy is stopped until pyromancers could inspect all of them.</i>;>_ontheroad and inc_road-
;_;1704;end>wildfire;;;;;<i>Petulantly, the Knight threw the scabbard in the camp fire. The whole area instantly disappeared in a gigantic ball of green flames.</i>;;;;;;;;;;;
travel;_ontheroad;616;maester;;;10;10;A caravan of merchants is just ahead! Shall we stop and see their wares?;;;;-1;;;<i>You end up buying a few items, a sword and some books.</i>;>_ontheroad;;;>_ontheroad
travel;_ontheroad;617;soldier;;;10;10;A pack of starving wolves is harassing the rear, where we carry supplies. Should we go on a hunt?;2;;1;1;;;;>_ontheroad;;;>_ontheroad
travel;_ontheroad;619;&hand;!arya;inc_road>5 and winterfell and stark&antagonist;10;max;Winterfell is in sight. Should we prepare for a siege, or for a battle?;-1;;-1;1;passturn and !inc_road and set_battle_before;Battle!;;>_startbatnorth;How would I know?;;>_startbatnorth
travel;_ontheroad;618;&hand;;inc_road>5 and winterfell;10;max;Finally! Winterfell is in sight. How should we announce our arrival?;1;;;;add_jon and add_sansa and passturn and add_stark_male and add_crow;Sound the horn;<i>As you approach Winterfell, the more you see the signs of winter and war. Northmen and Wildlings stand silent as you travel through, hungry and beaten.</i>;>_welcomewinter and !inc_road and set_winterfell and add_stark_male;Send someone;<i>As you approach Winterfell, the more you see the signs of winter and war. Northmen and Wildlings stand silent as you travel through, hungry and beaten.</i>;>_welcomewinter and !inc_road and set_winterfell and add_stark_male
