thematic;card;id;bearer;sign;conditions;lockturn;weight;question;override_yes;answer_yes;yes_church;yes_kingdom;yes_people;yes_economy;yes_custom;override_no;answer_no;no_church;no_kingdom;no_people;no_economy;no_custom;load_custom;vide
timeline;_trial4result;1004;banker;;yes_banker>1 and economy>50;50;90;Her Majesty's financial acumen is one of this kingdom's finest treasures. It is an honor to serve her.;Yes, it is!;;5;;;5;>_trial5;Oh, you;;;-5;-5;;>_trial5;;
timeline;_trial4result;1005;banker;;;50;50;I ask for her expertise mostly out of politeness. Her input on finances is not often useful.;Hey!!;;;-5;;;>_trial5;Do your job;;;5;;;>_trial5;;
timeline;_trial5;1006;judge;;;;;In the case of the Golden Church versus the Queen, I will now rule. Do you have any final testimony?;I resist the Church!;<i>The crowd reaches a fever pitch as they await the judge's ruling!</i>;-10;10;-10;10;>_trialresult;I'm innocent!;<i>The crowd reaches a fever pitch as they await the judge's ruling!</i>;10;-10;10;-10;>_trialresult;;
timeline;_trialresult;1007;judge;;overall>60;10;max;The jealous <archbishop> was threatened by your success, my Queen. I rule against him!;Thank you!;<i>The kingdom quickly forgets the sensational trial and returns to normal.</i>;;;;;>_trialfinish1;I told you so!;<i>The kingdom quickly forgets the sensational trial and returns to normal.</i>;;;;;>_trialfinish2;;
timeline;_trialresult;1008;judge;;overall<40;10;max;The law may protect you this time, but your leadership is weak. The Church will soon have its way!;We'll see;<i>The kingdom quickly forgets the sensational trial and returns to normal.</i>;;;;;>_trialfinish3;Who cares?;<i>The kingdom quickly forgets the sensational trial and returns to normal.</i>;;;;;>_trialfinish4;;
timeline;_trialresult;1009;judge;;;10;50;I will not allow the Church to use the law as a weapon in its grab for power. Your Majesty, I find you innocent.;Finally;<i>The kingdom quickly forgets the sensational trial and returns to normal.</i>;;;;;>_trialfinish5;Are we done?;<i>The kingdom quickly forgets the sensational trial and returns to normal.</i>;;;;;>_trialfinish6;;
timeline;_trialfinish1;1010;owl;;;del;max;Twoo-whoo! 87 percent of Queens received this same result. Uploading your data to local memory...;OK;;;;;;;Wait, what?;;;;;;;;
timeline;_trialfinish2;1011;owl;;;del;max;Interesting, whoo-hoot! Your kingdom approval was higher than 68 percent of other Queens. Not bad!;<i>Share</i>;;;;;;;Other Queens?;;;;;;;;
timeline;_trialfinish3;1012;owl;;;del;max;Twoo-whoo! Your scores and responses in this segment indicate high agreeability, but low stability.;<i>Share</i>;;;;;;;Excuse me?!;;;;;;;;
timeline;_trialfinish4;1013;owl;;;del;max;What a hoot! 24 percent of Queens failed their trial, but not you! Adding your data to the cloud...;OK;;;;;;;Cloud...?;;;;;;;;
timeline;_trialfinish5;1014;owl;;;del;max;Compared with other Queens who've reached this point, you are more adventurous, but less sympathetic. Hoo hoo!;<i>Share</i>;;;;;;;What others?;;;;;;;;
timeline;_trialfinish6;1015;owl;;;del;max;Twoo-whoo! The results are in, and your style of management is "Chaotic". Saving your data...;OK;;;;;;;Management?;;;;;;;;
timeline;;1016;farmer;;year>1450;del;max;Your highness, strange tidings! Hooded men with the faces of snakes have been seen in the countryside at night...;What?;;;;;;>;Are you drunk?;;;;;;>;add_snake;
timeline;_;1017;general;;;10;max;Our patrols have also received reports of creepy figures at night. They stand in circles and build fires along the river! ;Investigate them!;As you command, my Queen! <i><general> bows.</i>;;-10;16;-5;>>_snake1;Destroy them!;As you command, my Queen! <i><general> bows.</i>;;10;-14;;>>_snake1;;
timeline;_snake1;1316;snake;;;10;max;Rrrah! Hsssssss!;Help!;<i>The strange figure is heading toward the river!</i>;;;;;>;Excuse me?;<i>The strange figure is heading toward the river!</i>;;;;;>;;
timeline;_;1019;general;;;10;max;We searched along the river and found the remains of the snake-men's dark gathering, but no sign of them.;Unlucky...;;-15;;-15;;>>_snakechoice1;Suspicious!;;15;;15;;>>_snakechoice1;!acolytechoice and !doctorchoice and !hunterchoice and !nunchoice;
timeline;_snakechoice1;1020;priestess;;;10;10;Only dark magic can create the face of a snake upon a man. It must be ancient forces! Let me be the one to investigate.;Go ahead;;;;;;acolytechoice and >>>_snake2;Who else is there?;;;;;;>_snakechoice1;;
timeline;_snakechoice1;1021;doctor;;;10;10;These forbidden creatures were clearly given life by my rival, the evil Doctor Maribou. You must let me handle it!;Go ahead;;;;;;doctorchoice and >>_snake2;Who else?;;;;;;>_snakechoice1;;
timeline;_snakechoice1;1022;hunter;;;10;10;Your highness, this danger requires an experienced animal handler! Please, bid me go hunt the snake-men.;Go ahead;;;;;;hunterchoice and >>_snake2;Other options?;;;;;;>_snakechoice1;;
timeline;_snakechoice1;1023;nun;;;10;10;All my life I've waited for a holy mission. Please, my Queen, choose me to exorcize the snake demons!;Go ahead;;;;;;nunchoice and >>_snake2;Anybody else?;;;;;;>_snakechoice1;;
timeline;_snake2;1024;priestess;;acolytechoice;10;max;I hid and watched the snake-men burn swamp moss. It was a sacred moss, one that induces visions!;I've heard enough;;;;;;>_snakefinal;Keep watching;;;;;;>>_snake3;;
timeline;_snake2;1025;doctor;;doctorchoice;10;max;I have an update about the snake-men! It seems Doctor Maribou has indeed recently performed 'secret research'...;I've heard enough;;;;;;>_snakefinal;Keep watching;;;;;;>>_snake3;;
timeline;_snake2;1026;hunter;;hunterchoice;10;max;I have tracked the snake-men and learned something terrible: Their footfalls are all over this very palace!;I've heard enough;;;;;;>_snakefinal;Keep watching;;;;;;>>_snake3;;
timeline;_snake2;1027;nun;;nunchoice;10;max;Nights in prayer showed me the truth: The snake-men are manifestations of sin in this land!;I've heard enough;;;;;;>_snakefinal;Keep watching;;;;;;>>_snake3;;
timeline;_snake3;1028;priestess;;acolytechoice;10;max;A terrible sobbing came up from the encampment of snake-men tonight. It was as if they were... afraid of something!;I've heard enough;;;;;;>_snakefinal;;;;;;;>>_snake4;;
timeline;_snake3;1029;doctor;;doctorchoice;10;max;Dr. Maribou's evil snake-man went in a tavern! I saw him speak with a human voice and drink ale... through his neck?;I've heard enough;;;;;;>_snakefinal;;;;;;;>>_snake4;;
timeline;_snake3;1030;hunter;;hunterchoice;10;max;My Queen, I fear to tell you this, but I found a snake-man's gray hooded robe... inside this very palace!!;I've heard enough;;;;;;>_snakefinal;;;;;;;>>_snake4;;
timeline;_snake3;1031;nun;;nunchoice;10;max;I found an ancient holy text that says "when dark star sciences rise, then godly man will gain the face of a snake!";I've heard enough;;;;;;>_snakefinal;;;;;;;>>_snake4;;
timeline;_snake4;1032;priestess;;acolytechoice;10;max;I have watched the snake-men for weeks now, and I'm certain: They are a sect that formed to cope with fear.;I've solved it!;;;;;;>_snakefinal;More investigation;;;;;;>_snake1;;
timeline;_snake4;1033;doctor;;doctorchoice;10;max;Your highness, I have concluded that Dr. Maribou's research into solar eclipses directly inspired these snake-men!;I've solved it!;;;;;;>_snakefinal;More investigation;;;;;;>_snake1;;
timeline;_snake4;1034;hunter;;hunterchoice;10;max;I have hunted the snake-men, and I am certain of it: They are but ordinary men of this court, wearing masks.;I've solved it!;;;;;;>_snakefinal;More investigation;;;;;;>_snake1;;
timeline;_snake4;1035;nun;;nunchoice;10;max;An angel's voice told me the snake-men are just human sinners practicing foul debauchery in secret!;I've solved it!;;;;;;>_snakefinal;More investigation;;;;;;>_snake1;;
timeline;_snakefinal;1036;general;;;10;max;My Queen, we gathered suspicious individuals for you to accuse on the matter of the snake-men. Are you ready?;I am;;;;;;>_snakeresult;On second thought...;;;;;;>_snake1;;
timeline;_snakeresult;1037;farmer;;;3;10;Everyone always thinks the first witness has something to do with it. I'm innocent!;You're a snake man!;;;;;;>_snakewrong;Next?;;;;;;>_snakeresult;;
timeline;_snakeresult;1038;archbishop;;;3;10;You suggest I would dress up like a snake-man, just to scare people into following the church?;You would!;;;;;;>_snakewrong;Next?;;;;;;>_snakeresult;;
timeline;_snakeresult;1039;chamberlain;;;3;10;Whoop! Costumes are fun, are they not? A little dress-up and fire-lighting can be jolly in times of strain...;It's you;;;;;;>_snakewin;Next?;;;;;;>_snakeresult;;
timeline;_snakeresult;1040;witch;;;3;10;Oh, of course everybody jumps to conclusions. Let's just blame the witch as usual, eh? Even you?;Afraid so...;;;;;;>_snakewrong;Anyone else?;;;;;;>_snakeresult;;
timeline;_snakewrong;1041;owl;;;;;Twoo-whoo! What an interesting choice. 27 percent of Queens, including you, gave a wrong answer.;Boring;;;;;;>_snakewin;What was the right answer?!;;;;;;>_snakewin;;
timeline;_snakewin;1042;chamberlain;;;10;max;I confess! I'm part of the Snake Head Men's Club, a secret space for men who feel afraid of certain events...;What events?;;-5;;;-5;>;Oh wow;;;5;5;;>;;
timeline;_;1043;chamberlain;;;10;max;Well, for one thing, a shadow is coming to block out the sun. It happens whenever a Queen blocks out the King...;Oh really?;;;-5;10;;>;That's not true!;;;5;-10;;>;;
timeline;_;1064;chamberlain;;;10;max;We men just need a space to lie on our tummies and hiss sometimes, my Queen! It helps us feel ssssafe...;Carry on;;;;;;>_snakefinish;Oh please!;;;;;;>_snakefinish;;
timeline;_snakefinish;1065;owl;;acolytechoice;del;max;You solved the Snake Head Mystery with a score of 63! Players similar to you do well as Entrepreneur or Diplomat.;But I'm Queen!;;;;;;;Huh?;;;;;;;;
timeline;_snakefinish;1066;owl;;doctorchoice;del;max;Twoo-whoo! You completed the Snake Head Mystery! 52 percent of players discovered more content than you did.;<i>...Share?</i>;;;;;;;Content?;;;;;;;;
timeline;_snakefinish;1067;owl;;hunterchoice;del;max;Your choices during the Snake Head Mystery indicate low attention to detail, but high degrees of approval-seeking!;<i>Share</i>;;;;;;;What...;;;;;;;;
timeline;_snakefinish;1068;owl;;nunchoice;del;max;Your choices during the Snake Head Mystery indicate a "Kind" personality, best for jobs like Nurse or Singer. Whoo!;<i>Share</i>;;;;;;;I'm the Queen!;;;;;;;;
timeline;;1044;snake;;;400;20;Hsss! Rahhh!;I'm so scared!;;-15;-15;5;;;Go away!;;15;15;;;;;
timeline;play_redspellbook;1045;snake;;see_snake;400;10;I'm not a snake, it's only a mask!! It helps me admit my fears about eclipses and Queens taking over the land!;;;;10;;;;Creepy;;;-5;;;;;
timeline;;1046;snake;;;400;12;My men's club must continue our therapeutic fireside meetings. Please, my Queen, you must allow free expression!;Sure;;;-5;5;;>>;I'm against it;;;18;-5;;;;
timeline;_;1047;farmer;;;;;Those guys who dress as snakes are at it again! They were chanting all night on my land, and loudly! Please make them leave...;They're allowed;;;-5;;-10;;I'll try;;;8;12;;>>;;
timeline;_;1048;snake;;;;;Please do not suppress our fireside meetings! We are using free speech to express our emotions.;Of course;<i>You cannot argue with free speech!</i>;-10;-10;;;;This is a problem!;<i>A minor scandal follows. You are accused of persecuting snakes.</i>;10;15;;;;;
timeline;;1049;priestess;;has_snake;400;20;The men in snake masks are just sitting, lighting fires outside my people's temple. They call it a 'speech rally'. It's disturbing!;I'll remove them;;10;12;;;>>>;Ignore them;;-14;-20;5;;;;
timeline;_;1050;snake;;;;;Why is my sect forbidden to sit on the temple steps? I didn't realize the Queen persecuted innocent men's clubs...;Let's discuss;<i>It seems everyone wants you to take a more decisive position.</i>;;-10;-10;;;Just obey me;The Queen cannot handle an open debate with her people! <i>he shouts</i>.;;18;25;;;;
timeline;;1051;cossack;;has_snake;400;20;What's with the men in snake masks? One of them stood on my cloak on purpose, a clear sign of disrespect in my land!;I'll punish them;;-8;5;5;-8;>>;Please get along;;10;-20;-20;10;;;
timeline;_;1052;snake;;;10;max;There is no law claiming I can't stand on <cossack>'s cloak. She can't force me to respect her people. It's a free country!;Let's debate;<i>It becomes a tedious ongoing discussion at court.</i>;;-12;-15;;;I can make you!;The Queen silences any view she doesn't like! <i>he shouts.</i>;;15;12;;;;
timeline;;1053;snake;;;400;10;I wanted to join a convent, but they said it was for women only. So much for equality, eh?;Deal with it;The Queen has double standards! <i>he shouts</i>.;8;15;-16;;;You can join...;;-14;-8;10;;>;;
timeline;_;1054;archbishop;;;10;max;Absolutely not! A man in a snake mask cannot be allowed to join the holy house of nuns. What an insult!;Can't you do something?;;-5;-5;5;;>;Fine;;10;5;-5;;;;
timeline;_;1055;archbishop;;;400;20;Oh, yes! You need only sign this decree, endorsing the church's massacre of all blasphemers...;I'll sign!;<i>The Snake Head Men's Club disappears, but so do many innocent people.</i>;40;40;-40;-10;del_snake;That's too much;;-15;-5;;;;;
timeline;;1056;snake;;;400;20;My Queen, why do you spend funds on orphanages when there are grown men who are just as poor?;Get out ;;;12;12;12;;Hmm...;;-11;;-12;-12;>;;
timeline;_;1057;banker;;;10;max;It's worth considering. Orphans don't actually live long in this kingdom... shall we change the funding?;I guess...;;-10;10;-10;10;;Stop it!;;10;-10;10;-10;;;
timeline;;1058;doctor;;has_snake;400;20;The men in snake masks had nothing to do with Dr. Maribou after all! But then, why do they chant about the eclipse?;Who knows;;10;;-10;;>;They're afraid;;-10;;10;;>;;
timeline;_;1059;snake;;;10;max;A dark shadow is going to block out the sun! It's because women are taking over this land!;That's silly;<i>The snake man is indignant. The doctor takes notes.</i>;;-15;-15;;;That's true!;<i>The snake man is indignant. The doctor takes notes.</i>;15;15;;;;;
onecard;;1332;witch;;;400;20;I hear a lot about 'love rites' from <priestess>. Can you do one on yourself?;Of course;;;;-15;;>;Not sure...;;;;-15;;>;;
onecard;_;1333;witch;;;10;max;Try it! Cast a love spell on yourself.;I...;;;-8;;;>_lovespell;Aren't you the witch?;;;8;;;>_lovespell;;
onecard;play_clearperfume;1334;witch;;>1333;10;max;Good try, but you still sprayed me. Isn't it strange using items on others, but never on yourself?;A little;;;6;;;>1336;I'm not bothered;;;-6;;;>1336;;
onecard;_lovespell;1335;witch;;;10;max;You don't think it's strange that you can only use items on others, not on yourself?;What?;;;;;;>;Weird question;;;;;;>;;
onecard;_;1336;witch;;;10;max;I guess if you want to truly love yourself, you must look outside this Queen app. Ha! Aren't I deep!;Yes;;;;12;;;App?;;-3;-3;-12;-3;;;
onecard;;1069;king;;age>10;400;40;I picked a lord to marry my Aunt's granddaughter. Should she have a royal wedding, or church style? It's up to us!;Church!;;20;;;10;>_weddingstyle;Royal!;;;;20;15;>_weddingstyle2;;
onecard;_weddingstyle;1070;nun;;;10;10;I will help with the church wedding for your relative! Let me hang odiferous garlics at each pew, to drive out demons!;Sounds good;;9;;;;>>>_weddingresult;Other ideas?;;-9;;;;>_weddingstyle;;
onecard;_weddingstyle;1071;nun;;;10;10;Oh! I'll invite a famous church organ maestro from the South to play the four-hour 'marriage macabre'!;Go ahead;;;9;;;>>>_weddingresult;What else?;;;-9;;;>_weddingstyle;;
